host		0.54	3.76	
host		4.24	6.23	
host		6.78	7.47	
host		8.16	8.63	
host		15.855	19.83	
host		20.57	21.27	
host		22.79	23.96	
host		34.32	36.7	
host		37.82	39.23	
host		40.22	42.86	
host		43.239	45.21	
host		48.75	49.78	
host		52.67	53.89	
host		54.16	54.43	
host		62.95	63.67	
host		64.44	64.75	
host		66.21	68.35	
host		68.78	70.02	
host		72.92	74.6	
host		74.88	75.05	
host		78.31	79.33	
host		81.91	83.27	
host		83.93	85.86	
host		109.6	110.92	
host		112.79	114.71	
host		115.42	116.31	
host		124.63	130.74	
host		131.41	134.53	
host		137.96	138.8	
host		148.24	148.5	
host		151.25	153.12	
