host		11.0	12.29	
host		14.15	16.1	
host		18.34	21.48	
host		22.57	29.24	
host		30.94	36.99	
host		40.51	42.17	
host		44.3	47.06	
host		48.31	50.92	
host		52.43	55.98	
host		56.63	57.1	
host		58.06	59.97	
host		61.59	64.68	
host		65.47	66.05	
host		66.79	69.43	
host		69.6	71.07	
host		71.29	76.62	
host		79.11	80.09	
host		81.14	83.69	
host		85.68	87.94	
host		88.97	91.08	
host		92.85	95.53	
host		96.12	96.66	
host		99.1	101.48	
host		103.46	105.0	
host		106.72	107.82	
host		108.99	111.07	
host		112.045	112.9	
host		114.795	118.12	
host		119.895	121.09	
host		124.363	126.9	
host		127.7	134.76	
host		135.26	140.56	
host		142.73	143.08	
host		145.6	147.61	
host		148.31	150.02	
host		151.16	155.02	
host		156.45	156.85	
host		159.6	161.85	
host		162.47	163.5	
host		166.3	171.29	
host		172.17	173.91	
host		174.72	179.24	
host		179.58	183.24	
host		184.51	189.42	
host		190.12	192.14	
host		193.38	195.44	
host		196.9	199.78	
host		200.46	201.44	
host		205.883	207.8	
host		209.82	210.91	
host		212.14	214.49	
host		215.02	218.18	
host		221.23	224.16	
host		224.98	225.96	
host		226.56	227.12	
host		230.63	232.63	
host		233.815	234.63	
host		235.29	236.95	
host		237.94	238.08	
host		238.97	241.04	
host		241.91	245.88	
host		246.42	246.9	
host		248.2	248.94	
host		249.54	252.0	
uncertain		0.0	11.0	
camera		16.55	17.88	
camera		21.74	22.35	
camera		37.3	40.27	
camera		42.42	44.08	
camera		47.23	47.7	
camera		60.18	61.27	
camera		64.94	65.0	
camera		108.075	108.84	
camera		111.16	111.63	
camera		156.92	157.05	
camera		157.05	158.73	
camera		192.39	193.14	
camera		195.8	196.23	
camera		203.145	203.82	
camera		218.38	219.03	
camera		224.39	224.78	
camera		232.88	233.6	
camera		238.43	238.79	
camera		247.13	248.07	
camera		252.41	254.06	
