host		6.06	7.03	
host		7.08	7.43	
host		7.52	10.25	
host		11.19	11.48	
host		12.47	12.65	
host		14.3	16.28	
host		17.335	18.32	
host		20.22	23.4	
host		25.503	29.6	
host		30.585	33.07	
host		33.99	35.61	
host		36.82	38.9	
host		39.705	41.86	
host		43.88	44.27	
host		45.58	45.79	
host		48.958	49.91	
host		50.15	54.09	
host		54.39	55.12	
host		55.4	55.54	
host		56.6	57.55	
host		57.74	60.35	
host		60.483	60.73	
host		62.273	64.8	
host		65.04	66.58	
host		66.91	68.35	
host		68.81	68.95	
host		69.853	72.98	
host		73.36	73.61	
host		75.813	77.96	
host		79.04	79.54	
host		79.82	82.74	
host		82.96	85.09	
host		86.715	88.48	
host		89.425	91.22	
host		92.37	94.84	
host		96.16	98.27	
host		98.455	108.19	
host		109.265	111.22	
host		111.865	112.1	
host		113.33	116.66	
host		118.53	118.94	
host		119.12	119.77	
host		120.135	120.6	
host		121.54	122.56	
host		123.545	126.28	
host		128.77	130.26	
host		130.98	133.33	
host		133.605	134.0	
host		135.695	137.47	
host		139.27	143.87	
host		145.56	148.12	
host		149.35	149.71	
host		150.835	152.19	
host		153.51	154.48	
host		156.81	158.54	
host		158.73	160.43	
host		160.63	164.22	
host		166.02	166.48	
host		167.87	169.0	
host		170.65	172.13	
host		173.73	176.2	
host		177.145	177.98	
host		181.37	183.05	
host		183.35	183.71	
host		184.61	188.1	
host		189.44	190.12	
host		190.35	190.74	
host		191.29	192.26	
host		192.45	193.14	
host		193.41	194.51	
host		194.87	196.47	
host		202.45	204.04	
host		205.89	206.83	
host		212.268	215.85	
host		225.66	225.87	
host		230.42	233.12	
host		238.05	239.65	
host		240.25	240.84	
host2		19.955	20.12	
host2		42.295	43.63	
host2		44.68	45.34	
host2		46.11	46.87	
host2		88.875	89.11	
host2		108.58	108.77	
host2		116.885	117.46	
host2		122.82	122.96	
host2		126.57	128.44	
host2		130.535	130.87	
host2		137.865	138.93	
host2		144.315	144.65	
host2		148.398	149.15	
host2		154.785	154.83	
host2		164.695	165.15	
host2		166.82	167.04	
host2		169.29	170.11	
host2		172.49	173.47	
host2		178.31	181.05	
host2		183.93	184.08	
host2		204.455	205.47	
camera		215.87	225.56	
camera		226.04	230.34	
camera		233.265	237.42	
