host		4.41	6.9	
host		10.41	12.87	
host		14.29	16.55	
host		17.41	18.18	
host		34.0	35.19	
host		35.73	40.04	
host		44.37	45.09	
host		53.9	58.24	
host		58.35	59.77	
host		72.59	73.29	
host		90.71	91.34	
host		97.16	104.07	
host		115.79	119.68	
host		119.89	121.73	
host		121.95	123.06	
host		131.55	131.98	
host		136.3	138.91	
host		139.19	139.6	
host		140.76	142.27	
host		156.3	160.06	
host		160.31	160.68	
host		161.13	163.11	
host		177.91	178.3	
host		180.1	183.79	
host		191.29	192.56	
host		192.781	193.47	
uncertain		0.0	4.39	
uncertain		193.5	199.02	
