host		4.28	9.71	
host		9.86	16.59	
host		18.79	19.71	
host		22.09	22.66	
host		25.2	26.48	
host		29.01	29.65	
host		31.41	32.04	
host		33.04	33.78	
host		39.94	41.19	
host		41.77	43.11	
host		43.43	44.5	
host		44.72	46.72	
host		47.06	50.98	
host		55.58	56.58	
host		57.8	58.58	
host		59.58	59.87	
host		61.19	61.75	
host		65.53	66.95	
host		68.06	70.01	
host		70.14	71.84	
host		72.24	77.55	
host		77.81	82.8	
host		85.04	86.09	
host		87.1	87.8	
host		90.31	91.36	
host		93.13	93.54	
host		97.82	99.24	
host		101.56	103.3	
host		104.6	106.13	
host		106.65	107.75	
host		231.63	232.8	
host		234.3	244.73	
host		247.9	249.45	
host		252.57	253.37	
host		254.93	256.08	
host		260.19	262.83	
host		265.33	267.73	
host		271.34	274.82	
host		327.24	329.29	
host		331.61	332.3	
camera		3.78	4.03	
camera		17.6	18.52	
camera		180.36	184.73	
camera		186.65	187.93	
camera		191.85	192.74	
camera		194.13	195.0	
camera		199.58	200.14	
camera		200.38	203.17	
camera		208.88	210.41	
camera		213.08	216.24	
camera		218.3	220.05	
camera		220.79	222.37	
host2		110.84	112.4	
host2		112.58	124.95	
host2		127.41	127.76	
host2		129.4	133.45	
host2		134.76	138.8	
host2		140.587	141.77	
host2		142.147	147.41	
host2		147.62	147.83	
host2		149.89	152.57	
host2		154.541	158.17	
host2		161.861	166.04	
host2		277.81	287.52	
host2		290.87	291.12	
host2		292.56	294.33	
host2		294.55	298.7	
host2		299.0	300.73	
host2		303.97	308.17	
host2		310.74	314.01	
host2		314.27	315.33	
host2		316.34	316.83	
host2		318.22	319.68	
host2		321.43	322.5	
host2		322.73	322.99	
host2		324.3	327.06	
uncertain		166.107	176.83	
uncertain		274.86	277.7	
uncertain		287.52	290.72	
host3		177.05	180.36	
host3		184.76	186.63	
host3		191.39	191.81	
host3		192.85	194.09	
host3		208.26	208.86	
host3		210.435	211.44	
host3		216.3	218.28	
host3		225.61	228.76	
