host		31.13	31.5	
host		31.8	36.1	
host		36.56	39.92	
host		40.26	45.63	
host		45.92	57.14	
host		57.397	61.12	
host		61.54	65.75	
host		66.03	70.7	
host		70.94	75.14	
host		75.95	77.62	
host		78.33	82.44	
host		82.74	85.11	
host		85.46	92.61	
host		92.77	93.77	
host		94.44	99.58	
host		100.03	102.19	
host		102.51	105.43	
host		105.77	110.7	
host		111.18	115.35	
host		115.76	117.32	
host		118.11	120.16	
host		121.03	124.28	
host		124.45	129.16	
host		129.29	135.08	
host		135.43	142.34	
host		142.61	144.99	
host		145.25	150.99	
host		151.44	153.02	
host		153.41	165.39	
uncertain		0.0	31.04	
