host		3.7	6.43	
host		8.43	9.91	
host		10.03	10.8	
host		14.42	16.35	
host		16.54	19.55	
host		19.757	20.55	
host		22.1	23.02	
host		23.36	24.08	
host		25.01	27.24	
host		28.51	29.5	
host		30.7	31.58	
host		31.85	33.0	
host		33.95	34.97	
host		35.646	36.65	
host		37.656	39.21	
host		39.456	39.92	
host		40.121	42.33	
host		42.646	42.796	
host		44.576	44.86	
host		46.956	48.28	
host		49.83	51.45	
host		53.48	53.91	
host		54.12	54.56	
host		56.52	57.114	
host		59.944	60.7	
host		60.874	63.844	
host		65.894	67.07	
host		67.384	67.89	
host		68.964	69.63	
host		70.67	71.674	
host		71.794	72.32	
host		72.491	73.59	
host		73.781	74.81	
host		76.36	77.37	
host		78.911	80.91	
host		84.571	85.4	
host		85.93	86.3	
host		86.54	87.52	
host		88.24	88.78	
host		89.99	90.92	
host		91.31	92.19	
host		94.21	96.71	
host		96.82	101.2	
host		101.51	102.31	
host		102.5	105.67	
host		105.89	106.41	
host		108.0	108.68	
host		108.863	109.9	
uncertain		0.0	3.66	
uncertain		109.93	117.37	
