host		5.32	5.74	
host		10.68	11.2	
host		13.36	14.12	
host		14.65	14.9	
host		15.86	17.48	
host		18.83	19.96	
host		20.09	21.98	
host		24.89	26.34	
host		26.69	27.43	
host		28.82	32.14	
host		32.62	36.01	
host		36.33	37.02	
host		38.95	40.7	
host		44.15	44.4	
host		44.57	47.47	
host		52.31	52.69	
host		52.82	54.0	
host		54.09	54.29	
host		54.55	55.6	
host		57.05	59.57	
host		59.75	62.05	
host		62.7	64.41	
host		64.63	66.33	
host		67.27	67.63	
host		67.83	68.84	
host		68.98	75.33	
host		76.506	81.146	
host		82.9	83.28	
host		83.67	84.68	
host		85.15	87.8	
host		88.1	88.19	
host		88.34	88.59	
host		88.88	89.32	
host		89.67	90.01	
host		90.38	90.48	
host		90.68	92.24	
host		92.94	102.85	
host		102.97	103.04	
host		103.23	109.14	
host		109.54	112.92	
uncertain		0.0	3.26	
uncertain		112.98	116.79	
