host		0.01	2.89	
host		4.0	13.79	
host		14.04	21.3	
host		21.69	23.23	
host		23.95	29.12	
host		29.925	31.1	
host		31.44	32.88	
host		33.14	42.6	
host		43.29	49.47	
host		50.51	52.75	
host		52.98	54.42	
host		54.82	56.64	
host		56.95	57.11	
host		57.34	61.18	
host		61.43	62.89	
host		64.45	66.51	
host		67.86	70.22	
host		72.02	79.59	
host		79.92	82.84	
host		83.61	87.24	
host		87.68	89.27	
host		90.78	98.9	
host		100.09	104.48	
host		104.87	106.17	
host		107.53	110.04	
host		110.7	113.61	
host		113.84	115.49	
host		115.81	117.95	
host		118.17	118.6	
host		118.95	120.78	
host		121.97	124.87	
host		125.09	127.36	
host		128.93	136.72	
host		137.57	140.64	
host		140.94	142.92	
host		143.17	145.85	
host		147.27	150.47	
host		150.76	152.9	
host		153.34	156.64	
host		156.84	157.96	
host		158.14	161.02	
host		161.36	165.57	
host		166.66	167.1	
host		167.32	168.15	
host		168.54	174.92	
host		175.4	177.47	
host		178.04	178.59	
host		180.78	181.3	
host		181.86	184.14	
host		184.4	186.12	
host		187.51	189.52	
host		190.57	191.41	
host		191.81	194.58	
host		194.73	196.84	
host		198.69	201.1	
host		201.51	203.48	
host		205.83	214.61	
host		215.15	217.99	
host		218.31	223.99	
host		224.54	227.17	
host		227.82	229.19	
host		229.89	231.88	
host		232.49	235.51	
host		236.63	237.62	
host		237.98	240.23	
host		242.61	246.79	
host		247.05	248.39	
host		249.78	253.71	
host		254.1	255.52	
host		255.77	258.39	
host		258.55	260.23	
host		260.56	262.65	
host		264.63	266.01	
host		266.4	267.94	
host		270.38	272.24	
host		273.4	274.08	
host		274.37	275.52	
host		276.96	280.73	
host		282.222	283.74	
host		283.93	284.72	
host		284.96	287.59	
host		288.0	291.29	
host		291.55	292.24	
host		292.93	294.31	
host		294.63	295.93	
host		296.19	297.08	
host		297.51	298.46	
host		298.7	302.5	
host		302.75	303.55	
host		304.95	307.16	
host		307.29	308.62	
host		310.03	310.51	
host		312.14	314.39	
host		314.76	318.43	
host		319.45	321.16	
host		321.61	324.34	
host		324.83	325.88	
host		326.42	333.06	
host		334.07	336.95	
host		337.48	337.81	
host		339.96	344.5	
host		344.68	345.18	
host		345.79	347.64	
host		347.87	349.73	
host		351.29	353.52	
host		353.98	357.25	
host		357.43	361.06	
host		361.45	362.67	
host		363.22	364.39	
host		364.81	366.68	
host		367.16	368.31	
host		370.12	372.29	
host		372.54	374.39	
host		374.63	375.94	
host		376.97	382.71	
host		383.16	384.8	
camera		3.02	3.79	
