host		20.06	21.11	
host		21.22	22.4	
host		22.5	22.95	
host		23.06	25.65	
host		29.635	31.62	
host		31.78	32.34	
host		32.88	32.91	
host		43.41	44.35	
host		55.74	56.02	
host		65.77	66.92	
host		67.06	67.28	
host		81.99	82.56	
host		91.54	92.07	
host		94.59	95.03	
host		99.5	101.39	
host		101.72	101.96	
host		102.46	104.9	
host		105.02	105.24	
host		106.165	107.06	
host		107.77	109.88	
host		110.28	110.58	
host		112.7	112.97	
host		113.74	113.92	
host		120.76	122.67	
host		123.09	125.55	
host		125.7	126.2	
host		127.75	128.63	
host		129.06	129.49	
host		129.89	131.15	
host		131.465	132.01	
host		132.22	132.43	
host		133.27	133.54	
host		134.47	135.0	
host		135.5	136.02	
host		136.13	136.66	
host		137.02	137.47	
host		137.59	137.87	
host		138.06	141.27	
host		141.82	142.68	
host		142.87	143.53	
host		144.22	145.44	
host		158.85	161.67	
host		161.78	162.72	
host		162.83	163.96	
host		180.77	180.86	
host		205.165	205.78	
host		217.33	217.96	
host		220.47	221.65	
host		222.145	224.94	
host		225.15	226.08	
host		226.26	227.42	
host		228.83	229.35	
host		229.56	230.06	
host		231.85	232.17	
host		233.17	234.21	
host		234.75	235.78	
host		235.91	236.34	
host		236.6	238.45	
host		240.23	240.5	
host		241.39	246.26	
host		247.0	247.96	
host		248.12	250.12	
host		250.25	251.78	
host		252.18	254.48	
host		255.17	255.86	
host		255.99	258.2	
host		258.35	260.33	
host		260.56	261.15	
host		261.795	262.96	
host		273.055	273.58	
host		273.71	275.3	
host		281.265	281.71	
host		283.08	283.96	
host		286.47	286.99	
host		288.0	288.68	
host		296.63	297.26	
host		307.37	307.46	
host		310.54	310.97	
host		311.86	312.1	
host		313.59	313.66	
host		324.04	325.51	
host		326.11	326.56	
host		326.89	327.02	
host		334.03	334.71	
host		334.9	336.22	
host		339.24	340.18	
host		343.25	344.33	
host		345.45	346.07	
host		346.29	346.82	
host		347.36	348.17	
host		348.94	349.09	
host		352.36	353.67	
host		355.71	355.75	
host		357.02	357.31	
host		361.51	362.03	
host		362.78	363.65	
host		365.65	366.11	
host		366.36	367.3	
host		370.82	371.86	
host		372.5	373.92	
host		374.66	375.42	
host		375.64	377.5	
host		377.61	377.98	
host		378.57	378.62	
host		381.9	382.8	
host		383.36	383.65	
host		385.56	385.87	
host		386.25	386.95	
host		387.07	389.03	
host		389.15	389.35	
host		389.73	391.2	
host		391.86	392.11	
host		393.54	394.52	
host		394.88	395.84	
host		396.17	398.43	
host		398.69	400.96	
host		408.27	410.71	
host		410.86	412.24	
host		412.48	413.08	
host		423.0	425.61	
host		454.4	454.67	
host		463.24	464.77	
host		465.13	465.56	
host		472.02	472.55	
host		475.62	476.3	
host		478.97	479.25	
host		479.76	480.06	
host		481.32	481.58	
host		483.02	483.98	
host		484.17	484.94	
host		485.81	486.53	
host		487.28	488.58	
host		489.16	489.68	
host		489.81	491.66	
host		496.51	498.01	
host		498.655	499.32	
host		499.99	501.35	
host		503.1	503.25	
host		503.77	506.6	
host		506.76	508.47	
host		508.63	508.82	
host		509.45	510.51	
host		511.53	512.97	
host		513.49	514.34	
host		515.0	515.61	
host		515.975	516.76	
host		517.03	521.08	
host		521.69	522.11	
host		522.53	524.08	
host2		45.325	45.825	
host2		45.98	46.77	
host2		46.91	48.16	
host2		50.94	51.4	
host2		53.02	54.12	
host2		54.79	55.49	
host2		57.63	58.56	
host2		58.67	59.9	
host2		60.495	61.03	
host2		63.22	63.38	
host2		72.565	73.67	
host2		73.94	76.1	
host2		76.27	78.87	
host2		79.56	81.0	
host2		81.14	81.84	
host2		82.675	83.02	
host2		83.49	85.99	
host2		92.55	94.04	
host2		96.105	96.31	
host2		127.33	127.59	
host2		182.09	183.19	
host2		185.78	185.9	
host2		189.54	194.0	
host2		194.12	195.17	
host2		195.39	196.39	
host2		196.6	196.95	
host2		199.61	199.91	
host2		203.945	204.27	
host2		206.52	206.84	
host2		208.88	209.21	
host2		209.325	209.66	
host2		209.845	210.2	
host2		210.4	210.82	
host2		213.16	215.12	
host2		215.23	216.1	
host2		216.57	217.07	
host2		218.39	218.55	
host2		219.72	220.24	
host2		228.4	228.62	
host2		232.81	232.99	
host2		240.66	241.2	
host2		246.36	246.79	
host2		261.38	261.7	
host2		275.45	275.83	
host2		280.5	281.07	
host2		282.0	282.84	
host2		284.15	285.6	
host2		285.74	286.18	
host2		288.94	292.72	
host2		294.32	294.82	
host2		295.66	296.02	
host2		296.26	296.42	
host2		297.82	298.02	
host2		300.6	301.97	
host2		303.29	305.0	
host2		305.17	305.56	
host2		309.13	310.32	
host2		315.14	317.01	
host2		317.69	318.62	
host2		321.73	322.94	
host2		327.76	330.3	
host2		356.035	356.57	
host2		364.4	365.1	
host2		370.37	370.76	
host2		378.12	378.47	
host2		391.46	391.65	
host2		427.06	427.37	
host2		428.595	429.44	
host2		438.455	438.71	
host2		441.06	442.44	
host2		455.07	457.97	
host2		460.76	462.21	
host2		465.84	466.78	
host2		469.84	471.79	
host2		474.325	475.36	
host2		477.3	478.75	
host2		509.01	509.28	
uncertain		4.06	19.96	
uncertain		26.5	29.6	
uncertain		32.95	43.38	
uncertain		69.33	72.48	
uncertain		85.99	91.32	
uncertain		110.64	112.0	
uncertain		114.94	120.73	
uncertain		145.49	158.84	
uncertain		163.98	180.74	
uncertain		199.93	203.2	
uncertain		230.12	231.84	
uncertain		262.98	273.02	
uncertain		275.94	280.48	
uncertain		292.73	293.97	
uncertain		312.13	313.52	
uncertain		330.41	331.95	
uncertain		353.78	355.64	
uncertain		378.73	380.34	
